PlayerID,LastName,FirstName,Bats,Pitches,Team,X7
pagej101,Page,Joe,L,L,NYA,P
pilld101,Pillette,Duane,R,R,NYA,P
portb102,Porterfield,Bob,R,R,NYA,P
rascv101,Raschi,Vic,R,R,NYA,P
reyna102,Reynolds,Allie,R,R,NYA,P
rizzp101,Rizzuto,Phil,R,R,NYA,SS
sanff101,Sanford,Fred,B,R,NYA,P
silvc101,Silvera,Charlie,R,R,NYA,C
stirs101,Stirnweiss,Snuffy,R,R,NYA,2B
waked101,Wakefield,Dick,L,R,NYA,PH
woodg101,Woodling,Gene,L,R,NYA,OF
workh101,Workman,Hank,L,R,NYA,1B
astrj101,Astroth,Joe,R,R,PHA,C
brisl101,Brissie,Lou,L,L,PHA,P
burtm101,Burtschy,Moe,R,R,PHA,P
byrdh101,Byrd,Harry,R,R,PHA,P
chaps101,Chapman,Sam,R,R,PHA,OF
colej101,Coleman,Joe,R,R,PHA,P
dillb102,Dillinger,Bob,R,R,PHA,3B
fainf101,Fain,Ferris,L,L,PHA,1B
fowld101,Fowler,Dick,R,R,PHA,P
guerm102,Guerra,Mike,R,R,PHA,C
guinb101,Guintini,Ben,R,R,PHA,OF
hitcb101,Hitchcock,Billy,R,R,PHA,2B
hoopb101,Hooper,Bob,R,R,PHA,P
joose101,Joost,Eddie,R,R,PHA,SS
kella103,Kellner,Alex,R,L,PHA,P
kliee101,Klieman,Ed,R,R,PHA,P
kucaj101,Kucab,Johnny,R,R,PHA,P
lehnp101,Lehner,Paul,L,L,PHA,OF
markg101,Markland,Gene,R,R,PHA,2B
mccob101,McCosky,Barney,L,R,PHA,OF
mccrl101,McCrabb,Les,R,R,PHA,P
mosew101,Moses,Wally,L,L,PHA,OF
murrj102,Murray,Joe,L,L,PHA,P
ortir101,Ortiz,Roberto,R,R,PHA,OF
rinkb101,Rinker,Bob,R,R,PHA,C
schec101,Scheib,Carl,R,R,PHA,P
shanb102,Shantz,Bobby,R,L,PHA,P
sudep101,Suder,Pete,R,R,PHA,2B
tiptj101,Tipton,Joe,R,R,PHA,C
valoe101,Valo,Elmer,L,R,PHA,OF
wahlk101,Wahl,Kermit,R,R,PHA,3B
wellb101,Wellman,Bob,R,R,PHA,OF
wyseh101,Wyse,Hank,R,R,PHA,P
ashbr101,Ashburn,Richie,L,R,PHI,OF
blatj101,Blatnik,Johnny,R,R,PHI,OF
blooj101,Bloodworth,Jimmy,R,R,PHI,2B
boroh101,Borowy,Hank,R,R,PHI,P
britj102,Brittin,Jack,R,R,PHI,P
cabap101,Caballero,Putsy,R,R,PHI,2B
candm101,Candini,Milo,R,R,PHI,P
churb101,Church,Bubba,R,R,PHI,P
donnb101,Donnelly,Blix,R,R,PHI,P
ennid101,Ennis,Del,R,R,PHI,OF
golim101,Goliat,Mike,R,R,PHI,2B
hamng102,Hamner,Granny,R,R,PHI,SS
heink101,Heintzelman,Ken,R,L,PHI,P
holls101,Hollmig,Stan,R,R,PHI,OF
johnk101,Johnson,Ken,L,L,PHI,P
jonew101,Jones,Willie,R,R,PHI,3B
konsj101,Konstanty,Jim,R,R,PHI,P
lopas101,Lopata,Stan,R,R,PHI,C
mayoj101,Mayo,Jackie,L,R,PHI,OF
meyer101,Meyer,Russ,B,R,PHI,P
millb103,Miller,Bob,R,R,PHI,P
nichb101,Nicholson,Bill,L,R,PHI,OF
ridzs101,Ridzik,Steve,R,R,PHI,P
rober102,Roberts,Robin,B,R,PHI,P
semia101,Seminick,Andy,R,R,PHI,C
silvk101,Silvestri,Ken,B,R,PHI,C
simmc101,Simmons,Curt,L,L,PHI,P
sisld101,Sisler,Dick,L,R,PHI,OF
stufp101,Stuffel,Paul,R,R,PHI,P
thomj101,Thompson,Jocko,L,L,PHI,P
waite101,Waitkus,Eddie,L,L,PHI,1B
whitd103,Whitman,Dick,L,R,PHI,OF
barrf104,Barrett,Frank,R,R,PIT,P
beart101,Beard,Ted,L,L,PIT,OF
bellg103,Bell,Gus,L,R,PIT,OF
beraj101,Berardino,Johnny,R,R,PIT,2B
boroh101,Borowy,Hank,R,R,PIT,P
castp102,Castiglione,Pete,R,R,PIT,3B
chamc102,Chambers,Cliff,L,L,PIT,P
chesb101,Chesnes,Bob,B,R,PIT,P
coogd102,Coogan,Dale,L,L,PIT,1B
dickm101,Dickson,Murry,R,R,PIT,P
dillb102,Dillinger,Bob,R,R,PIT,3B
fernn101,Fernandez,Nanny,R,R,PIT,3B
fitze101,Fitz Gerald,Ed,R,R,PIT,C
gregh102,Gregg,Hal,R,R,PIT,P
gumbh101,Gumbert,Harry,R,R,PIT,P
hoppj102,Hopp,Johnny,L,L,PIT,1B
kiner101,Kiner,Ralph,R,R,PIT,OF
law-v101,Law,Vern,R,R,PIT,P
lombv101,Lombardi,Vic,L,L,PIT,P
macdb101,Macdonald,Bill,R,R,PIT,P
mainw102,Main,Woody,R,R,PIT,P
mccaw102,McCall,Windy,L,L,PIT,P
mccuc101,McCullough,Clyde,R,R,PIT,C
muelr101,Mueller,Ray,R,R,PIT,C
murtd101,Murtaugh,Danny,R,R,PIT,2B
ocond101,O'Connell,Danny,R,R,PIT,SS
papif101,Papish,Frank,R,L,PIT,P
philj101,Phillips,Jack,R,R,PIT,1B
pierb102,Pierro,Bill,R,R,PIT,P
queem101,Queen,Mel,R,R,PIT,P
rickm101,Rickert,Marv,L,R,PIT,OF
rojes101,Rojek,Stan,R,R,PIT,SS
safft101,Saffell,Tom,L,R,PIT,OF
scheh103,Schenz,Hank,R,R,PIT,2B
steve101,Stevens,Ed,L,L,PIT,1B
strig102,Strickland,George,R,R,PIT,SS
turne101,Turner,Earl,R,R,PIT,C
walsj107,Walsh,Junior,R,R,PIT,P
werlb101,Werle,Bill,L,L,PIT,P
westw102,Westlake,Wally,R,R,PIT,OF
albre101,Albrecht,Ed,R,R,SLA,P
